VPS ID,Printer Name,Printer Long Name,Group Name,Driver,Comm Type,TCP Host,TCP Remote Port,Color,Duplex,Department,Contact,User Data 4,Branch,Accounting,Alternate Printer,Auto Eject,Class,Compress,Device Model,Device Type,Device Username,Device Password,Divert,Divert Reason,Drained,Encryption Device Type,Encryption Key,Encrypt,Error Action,Filter 1 Data Type,Filter 1,Filter 1 Args,Filter 2 Data Type,Filter 2,Filter 2 Args,Filter 3 Data Type,Filter 3,Filter 3 Args,Filter 4 Data Type,Filter 4,Filter 4 Args,Filter 5 Data Type,Filter 5,Filter 5 Args,Filter 6 Data Type,Filter 6,Filter 6 Args,Filter 7 Data Type,Filter 7,Filter 7 Args,Filter 8,Filter 8 Data Type,Filter 8 Args,Filter 9 Data Type,Filter 9,Filter 9 Args,Form Feed Sequence,Form,Hold,Job Overlap,Mail CharSet,Mail F Name,Mail From,Mail: Delivered,Mail: Failed,Mail: Delayed,Mail: Full Message,Mail: Headers,Mail: Server log,Mail Size,Mail To,Max KBPS,Mobile Connector Options,XT Box IP Address,Next Line Sequence,Notification Level,Notification Mail,PCMD End,PCMD Start,PJL,PJL 1:,PJL 2:,PJL 3:,PJL 4:,PJL 5:,PJL 6:,PJL 7:,PJL 8:,PJL 9:,PJL 10:,PJL 11:,PJL 12:,PPD File,Printer Options 1,Printer Options 2,Printer Options 3,Printer Options 4,Printer Options 5,Printer Options 6,Printer Options 7,Printer Options 8,Printer Options 9,Printer Options 10,Printer Options 11,Printer Options 12,Printer Options 13,Pull Print,Queue Time,Queue,Reply To,Retain Time,Retry,Separator,Separator Name,Separator At Restart,SNMP,SNMP Community Name,SSL Options 1,Staple,TCP Alternate Host,TCP Connection Time Out,TCP Disconnect,Missing Response Detection,TCP Options 1,TCP Options 2,TCP Options 3,TCP Options 4,TCP Options 5,TCP Options 6,TCP Options 7,TCP Options 8,TCP Printer,Trace Memory,Trace File I/O,Trace Communication,Trace Locking,Trace Condition Variables,Trace Thread,Trace System,Trace Compression,User Data 1,User Data 2,User Data 3,User Properties,Intersystem Connection,Enable Impress,Windows Color,Windows Duplex,Create Direct Printer Definition,Use LPR,Disable Auto Driver Updates,Windows Orientation,Windows Paper,ZPL Characters
GWCVPS02,P2696,HPLaserJetM506,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,7,ISO-8859-21,,,No,No,No,No,No,No,0,,0,,,0D0A,7,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,6,N,No,,,Yes,No,No,,,16
GWCVPS02,P2697,RICOHAficioMP161,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,8,ISO-8859-22,,,No,No,No,No,No,No,0,,0,,,0D0A,8,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,7,N,No,,,Yes,No,No,,,17
GWCVPS02,P2698,HPLaserJetP3010Series,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,9,ISO-8859-23,,,No,No,No,No,No,No,0,,0,,,0D0A,9,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,8,N,No,,,Yes,No,No,,,18
GWCVPS02,P2699,HPLaserJet600M602,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,10,ISO-8859-24,,,No,No,No,No,No,No,0,,0,,,0D0A,10,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,9,N,No,,,Yes,No,No,,,19
GWCVPS02,P2700,HPLaserJet600M602,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,11,ISO-8859-25,,,No,No,No,No,No,No,0,,0,,,0D0A,11,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,10,N,No,,,Yes,No,No,,,20
GWCVPS02,P2701,HPLaserJetMFPM426f,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,12,ISO-8859-26,,,No,No,No,No,No,No,0,,0,,,0D0A,12,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,11,N,No,,,Yes,No,No,,,21
GWCVPS02,P2702,HPLaserJetM506,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,13,ISO-8859-27,,,No,No,No,No,No,No,0,,0,,,0D0A,13,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,12,N,No,,,Yes,No,No,,,22
GWCVPS02,P2703,HPLaserJetM3035MFP,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,14,ISO-8859-28,,,No,No,No,No,No,No,0,,0,,,0D0A,14,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,13,N,No,,,Yes,No,No,,,23
GWCVPS02,ZBCON001,ZTCZT410-300dpiZPL,Canada,,,<ip addr>,,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,15,ISO-8859-29,,,No,No,No,No,No,No,0,,0,,,0D0A,15,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,14,N,No,,,Yes,No,No,,,24
GWCVPS02,P2704,HPLaserJet600M602,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,16,ISO-8859-30,,,No,No,No,No,No,No,0,,0,,,0D0A,16,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,15,N,No,,,Yes,No,No,,,25
GWCVPS02,P2705,HPLaserJetM3035MFP,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,17,ISO-8859-31,,,No,No,No,No,No,No,0,,0,,,0D0A,17,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,16,N,No,,,Yes,No,No,,,26
GWCVPS02,P2706,HPPageWideColorMFP586,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,18,ISO-8859-32,,,No,No,No,No,No,No,0,,0,,,0D0A,18,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,17,N,No,,,Yes,No,No,,,27
GWCVPS02,P2707,HPLaserJet600M602,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,19,ISO-8859-33,,,No,No,No,No,No,No,0,,0,,,0D0A,19,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,18,N,No,,,Yes,No,No,,,28
GWCVPS02,P2708,HPLaserJetMFPM630,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,20,ISO-8859-34,,,No,No,No,No,No,No,0,,0,,,0D0A,20,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,19,N,No,,,Yes,No,No,,,29
GWCVPS02,P2709,HPLaserJet600M602,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,21,ISO-8859-35,,,No,No,No,No,No,No,0,,0,,,0D0A,21,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,20,N,No,,,Yes,No,No,,,30
GWCVPS02,P2710,HPLaserJet400M401n,Canada,"HP Universal Printing PCL 6 <+> Version (08/23/2017,61.210.01.22695)",,<ip addr>,9100,,,,,,Branch #,Y,,Y,,Y,HP,PS,,,N,,N,LRSQUEUE,dynamic,N,HOLD,PDF,/opt/lrs/convert1/lrscvdr,PDF2PS &KEYPDF2PS -i &infile -type PDF -o &outfile -type PS -logdir &TMPDIR -logfile &PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,0D0C0D,,N,22,ISO-8859-36,,,No,No,No,No,No,No,0,,0,,,0D0A,22,,,,N,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,N,72,,,72,20,N,default,N,Y,public,No,N,,20,0,0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,,,21,N,No,,,Yes,No,No,,,31
